text,label
Each year the dividend is deducted from the subscription price .,1
"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",1
The price will be specified at the completion date .,1
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,2
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,1
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,0
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,1
"`` The number of collection errors fell considerably , and operations speeded up .",2
The order was worth EUR 8mn .,1
The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,1
Halonen 's office acknowledged receiving the letter but declined comment .,1
The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption .,1
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,2
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",1
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,1
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,1
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",1
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,0
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",2
The parties have therefore agreed to leave Avena out of the deal .,1
"Includes company and brand share data by category , as well as distribution channel data .",1
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",1
No financial details were revealed .,1
"Department store sales improved by 14 % to EUR 1,070.6 mn .",2
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",1
"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",1
Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS,0
"The total number of voting rights is 74,612,523 .",1
"The maximum obligated total trades per day is ISK 400,000,000 market value .",1
Pertti Ervi is independent from the Company and its major shareholders .,1
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",2
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,2
The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V .,1
"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",2
"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",1
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,0
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,2
Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .,0
"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .",2
"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",1
The value of the three-year contract is estimated at EUR40m .,1
"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",1
"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",2
"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",2
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,1
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",1
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,1
LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,0
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",2
The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,1
A few employees would remain at the Oulu plant in support functions for other group units .,1
"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . ''",1
The new chain has 700 discount stores and 250 supermarkets .,1
"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",1
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,1
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",1
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",0
"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",2
"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results .",1
"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",1
"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .",1
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",2
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,2
Productional situation has now improved .,2
"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .",1
"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .",2
"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",1
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",1
This includes a EUR 39.5 mn change in the fair value of investment properties .,1
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,0
The products have a low salt and fat content .,1
"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",1
"Cash flow after investments amounted to EUR45m , down from EUR46m .",0
Technopolis has approximately 130 customer companies in Jyvaskyla .,1
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,1
"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",1
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",1
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",0
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",0
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,0
"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",1
Turnover rose to EUR21m from EUR17m .,2
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,1
`` Serving customers locally is one of the cornerstones of customer focus for us .,1
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",1
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging .",1
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",1
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,1
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",1
"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",2
Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,2
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,2
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,0
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,2
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",2
"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",2
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,2
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",1
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",1
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",2
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",0
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",0
"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",1
"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",1
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,2
"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .",1
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,0
- Profit before taxes was EUR 105.9 82.7 million .,1
"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",0
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,1
"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .",1
Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .,1
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,0
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",2
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,1
The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,1
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,1
No other ev3 devices were involved in this action .,1
The total value of the deliveries is some EUR65m .,1
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,1
"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",1
"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",1
Currently the quarterly applied surcharges differ significantly from the actual market prices .,1
"` Sanoma is a buyer not a target , ' he said .",1
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",0
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,2
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,2
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",0
`` The trend in the sports and leisure markets was favorable in the first months of the year .,2
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",2
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,2
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",1
"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",0
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,0
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",1
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",0
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",2
"This could be any of us at any time , '' she said .",1
A huge issue for us is the button placement .,1
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",2
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,2
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,2
VNH generates annual net sales of about 5 mln eur and employs 21 people .,1
"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",1
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",2
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,2
The company website is www.ahlstrom.com .,1
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,2
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",0
"With this , the company will exit the contract manufacturing service segment .",1
The solution will be installed in the USA to support the North American operations of the customer .,1
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",0
`` Those uncertainties cloud the long-term outlook . '',0
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",1
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .",1
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",1
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .",1
"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",1
"no compensation for its news , opinions or distributions .",1
Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,1
"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",2
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,2
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,1
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,2
"She will succeed Krister Kylas , who has decided to leave TeliaSonera .",1
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",2
Almost the entire office building will be occupied by Metso .,1
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",1
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .,1
Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,1
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",0
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",2
The first of the two project phases is expected to be completed by the end of 2012 .,1
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,2
The new SEPA cads will replace Finnish bank cards .,1
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",2
"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",1
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,1
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",1
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,0
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",1
The plant is expected to enter commercial operation by mid-2009 .,1
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,1
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",1
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,2
"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",1
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,1
Operating profit for 2009 lower than outlook published earlier .,0
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",2
The plant will collect raw material from the Baltic Sea region .,1
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",0
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,0
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,2
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,2
"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",2
The company says the measures are no longer needed .,1
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,2
"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",1
"Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms .",1
Total operating revenue grew by 27.6 % year-on-year to EUR61m .,2
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",2
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",1
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",1
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,2
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .",2
A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,1
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",0
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,1
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",2
The deal is subject to approval by the Norwegian competition authorities .,1
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,2
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",1
"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark .",1
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",2
"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",2
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",0
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",2
This amount will not be included in the pensionable salary .,1
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",2
"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",1
"The company has the poser , who wants to impress people with the latest handset .",1
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,2
In 2007 Etteplan reported a turnover of EUR125 .2 m.,1
Nordea was the cheapest also for a couple in their 30s with debt .,1
"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",2
"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",1
The figure does not include food exports from Finland .,1
"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .",1
The orders also include a few high-power drives for the control of seismic compressors .,1
Deliveries by Outotec will take place over 30 months .,1
"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",1
Delivery is expected to take place later this month .,1
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,1
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,2
"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",2
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",0
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",2
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",0
"You need to be ready when the window opens up , Rosberg said .",1
No service pricing details were disclosed .,1
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",1
The value of the multi-year agreement is over EUR 2mn a year .,1
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",1
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",1
Metso 's delivery will include a complete coated board line with related air systems and two winders .,1
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",1
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .",2
"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .",1
`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',1
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",0
Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,1
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,0
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",1
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,0
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed",1
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,0
The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,1
"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .",1
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",2
"More than 50,000 tonnes of asphalt mix will be used in the contract .",1
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",0
Operating profit rose to 22.1 mln eur from 19.9 mln .,2
"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .",1
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,1
"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",1
"The final price will be specified by 14 May 2010 , the acquiring company said .",1
`` There is no room to modify the share component as we have already indicated . '',1
Salonen added that data shows producers ' pulp inventories in North America are declining . ',0
Our standardised services have met with a positive reception among our customers as well as at Itella .,2
Kemira 's partner in the project is St. Petersburg Water Works .,1
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,1
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",2
Payment of shares shall be effected on subscription .,1
The financial details of the transaction were not disclosed .,1
"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",1
Almost two thirds of Olvi 's net sales come from outside Finland .,1
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",2
The office space will rise above the remodeled Cannon Street underground station .,1
"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business .",1
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",1
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,1
"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",2
"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",2
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",0
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",0
"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .",1
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,1
"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .",1
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",1
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",2
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",0
KONE is listed on the Nordic Exchange in Helsinki .,1
It has80 branches in Finland with annual revenue in Finland of ?,1
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",2
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .",0
